90400000000,DME SALES,32583,HOME HEALTH CARE,HOME HEALTH CARE,MISC HOME HEALTH CARE,930093909391
92000000000,GENERICQS1ITEM,21352,EDIBLES,FOOD & BEVERAGES,MISC FOOD & BEVERAGES,560056905691
90800000000,VITAMINS/SUPPLEMENTS,19201,HEALTH CARE,VITAMINS/DIETARY SUPPLEMENTS,MISC VITAMINS,410041704171
90300000000,DME,14580,HOME HEALTH CARE,HOME HEALTH CARE,MISC HOME HEALTH CARE,930093909391
99100000066590000000000,CANDY OPEN DEPARTMENT,14146,EDIBLES,CONFECTIONS,"""CANDY",530053105311
90600000000,CARDS,13323,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,ALL OTHER GREETING CARD LINES,580058505859
1820025008,1820025008,12057,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805681
40003000753,MIDWEST FASTENER,11098,GENERAL MERCHANDISE,SEWING & CRAFTS,SEWING NEEDS,670067106711
90900000000,STAMPS,10250,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,POSTAGE & SHIPPING,630063306331
99100000120141000000000,CANDY & BEVERAGE,8708,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805688
91100000000,CIGARETTES,8289,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107114
98650000000000200000000,FRAME,7186,PHOTO,PHOTOGRAPHY,PHOTO ACCESSORIES,650065506551
99100000770330000000000,MONEY ORDER,5472,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,MONEY ORDERS & WESTERN UNION,630063406341
91000000000,LOTTO,5133,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
99100000081989000000000,STAMPS,4453,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,POSTAGE & SHIPPING,630063306331
2820000357,MARLBORO BOX,4181,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
91800000000,STOMACH,4138,HEALTH CARE,DIGESTIVE HEALTH,STOMACH REMEDIES,30003100317
2610000573,NEWPORT 100'S,3879,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
2820000384,MARLBORO LIGHTS BOX,3476,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
98650000000000900000000,WHEELED WALKER BRA/SEAT,3454,HOME HEALTH CARE,HOME HEALTH CARE,WALKING AIDS,930093309335
99100000179742000000000,SYRINGE & NEEDLE,2703,DIABETES,DIABETES CARE,"""INSULIN",110011701172
3400000240,HERSHEY MILK CHOCHOLATE,2382,EDIBLES,CONFECTIONS,"""CANDY",530053105311
98650000000000100000000,STRUTZ PRO,2358,HEALTH CARE,FOOT CARE,SHOE INSOLES & INSERTS,270027102711
91400000000,CANDY,2335,EDIBLES,CONFECTIONS,"""CANDY",530053105311
3400000246,KIT KAT 1.5OZ,2326,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4000042431,SNICKERS BAR,2315,EDIBLES,CONFECTIONS,"""CANDY",530053105311
99100000921558000000000,GIFTWARES OPEN DEPARTMENT,2294,GENERAL MERCHANDISE,GIFTS & NOVELTIES,OTHER GIFTS & NOVELTIES,570057605762
8085322022,DUBRA VODKA 200,2287,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805683
3400000440,REESE'S PEANUT BUTTER CUPS,2277,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4900000045,DIET COKE 20OZ,2213,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
1820025002,NAT LT 15PK 25OZ CAN,2209,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805681
4900000044,COKE 20 OZ,2136,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
118,INST LOTTERY WIN FOR LIFE $1,2084,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
4000000032,M&M PEANUT,2063,EDIBLES,CONFECTIONS,"""CANDY",530053105311
98930000000000100000000,CARDS,2038,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,HALLMARK GREETING CARD LINE,580058105817
99100000718856000000000,CARDS OPEN DEPT,2036,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,HALLMARK GREETING CARD LINE,580058105817
79936677762,GIFT CARD VISA $20-$500,2006,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,GIFT CARDS,630063506351
2820000465,MARLBORO LIGHT BOX 100S,1986,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
81460502016,INST LOTTERY BIG MONEY SPEC $2,1926,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
1820000067,NATURAL ICE 12 OZ C,1926,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805681
129,MEHRON,1890,GENERAL MERCHANDISE,SEASONAL PRODUCTS,HOLIDAY PROMOTIONS,660066406643
1254691552,BUBBLICIOUS GUM  5 SVG SR/APL,1861,EDIBLES,CONFECTIONS,"""CANDY",530053105313
2610000575,NEWPORT BOX,1844,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
30045044905,TYLENOL EXTRA STR CAPLET 24CT,1840,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100111
7976502000,WATER DISTILLED 6X1GAL SUNTORY WATER GRP,1754,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805688
2820000363,MARLBORO 100'S BOX,1743,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
99100000921558000000000,GIFTS,1739,GENERAL MERCHANDISE,GIFTS & NOVELTIES,OTHER GIFTS & NOVELTIES,570057605762
3400000241,HERSHEY M CHOC W/ALMD 1.45OZ,1719,EDIBLES,CONFECTIONS,"""CANDY",530053105311
30045044909,TYLENOL EXTRA STR CAPLET 100CT,1716,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100111
99100000822623000000000,MAGAZINES OPEN DEPARTMENT,1646,GENERAL MERCHANDISE,MAGAZINES & BOOKS,MAGAZINES,620062106211
3400000330,YORK MINT  1.5OZ,1503,EDIBLES,CONFECTIONS,"""CANDY",530053105311
98650000000000600000000,NEWS/MAG,1446,GENERAL MERCHANDISE,MAGAZINES & BOOKS,MAGAZINES,620062106211
1200000159,AQUAFINA,1444,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805687
4000000031,M & M PLAIN SNGL,1424,EDIBLES,CONFECTIONS,"""CANDY",530053105311
81483201043,LUDENS BAG CHERRY 30CT,1412,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
1164203101,VIOLET CANDY,1401,EDIBLES,CONFECTIONS,"""CANDY",530053105311
98650000000000400000000,CANDY,1399,EDIBLES,CONFECTIONS,"""CANDY",530053105311
7062243101,COW TALES,1389,EDIBLES,CONFECTIONS,"""CANDY",530053105311
2820000784,PARLIAMENT LIGHTS BOX,1377,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
8770140606,GNP STOOL SFT 100MG SFTGL 100,1350,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300338
35310020010,FLONASE OTC 60 SPRAYS .34 OZ,1341,HEALTH CARE,COLD & ALLERGY,NASAL,70007400741
3600037390,KLEENEX FACIAL WHITE 24X160CT,1338,GENERAL MERCHANDISE,HOUSEHOLD PRODUCTS,"""PLASTIC",600060306032
4900000977,DASANI BOTTLED PURIFIED WATER,1319,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805687
1564568900,BOOK 20 STAMPS,1303,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,POSTAGE & SHIPPING,630063306331
1200000129,PEPSI 20 FL OZ,1301,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
81483201428,LUDENS BOX WILD CHERRY 20X20CT,1291,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
40097000149,NEWSPAPER,1284,GENERAL MERCHANDISE,MAGAZINES & BOOKS,NEWSPAPERS,620062306231
99100000234116000000000,MONEYGRAM,1274,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,MONEY ORDERS & WESTERN UNION,630063406341
81460502018,INST LOTTERY LUCKY CASH $5,1272,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
8770140724,GNP ALCOHOL SWAB STERIL SWB 100,1270,DIABETES,DIABETES CARE,DIABETES CARE ACCESSORIES,110011301138
40014008479,INST LOTTERY LOTERIA $3,1266,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
8770140516,GNP LORATADIN 24HR 10 MG TAB 30,1264,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300738
38290326895,BD ALCOHOL SWAB 100CT,1252,DIABETES,DIABETES CARE,DIABETES CARE ACCESSORIES,110011301135
4160170854,CHUCKLES,1237,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4000042208,3 MUSKETEERS,1228,EDIBLES,CONFECTIONS,"""CANDY",530053105311
8770160105,GNP SUPHEDRIN TAB 24,1221,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300738
81460502027,INST LOTTERY 50X THE CASH $10,1207,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
3400000320,ALMOND JOY,1191,EDIBLES,CONFECTIONS,"""CANDY",530053105311
8770140241,GNP HYDRO PER 3 % LIQ 12X16 OZ,1168,HEALTH CARE,FIRST AID,FIRST AID TREATMENTS,250025202528
8770140836,GNP ASPIRIN 81MG LD ADL TAB 120,1159,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100118
8770140244,GNP MAG CIT LEMN LIQ 12X10 OZ,1148,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300338
1420000069,CHARMS BLOW POP,1146,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4000042206,MILKY WAY,1145,EDIBLES,CONFECTIONS,"""CANDY",530053105311
7172000007,TOOTSIE ROLL POP,1139,EDIBLES,CONFECTIONS,"""CANDY",530053105311
999010000000015,LOTTO DEPARTMENT KEY,1114,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
5400020042,SCOTT BATH TISSUE SINGLE WHITE 80X1CT,1111,GENERAL MERCHANDISE,HOUSEHOLD PRODUCTS,"""PLASTIC",600060306033
1121590090,NECCO WAFERS ASST FLAVORS,1110,EDIBLES,CONFECTIONS,"""CANDY",530053105311
99100000085988000000000,PHOTO FINISHING OPEN DEPARTMENT,1108,PHOTO,PHOTOGRAPHY,PHOTO PROCESSING,650065206521
4000000435,TWIX COOKIE BAR,1101,EDIBLES,CONFECTIONS,"""CANDY",530053105311
31254662869,HALLS BAG HONEY LEMON 30CT,1095,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
920018346,AMB CARD  2.79,1086,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,AMBASSADOR GREETING CARD LINE,580058205827
3400000031,PETER PAUL MOUNDS,1074,EDIBLES,CONFECTIONS,"""CANDY",530053105311
81483201042,LUDENS BAG HONEY LICORCE 30CT,1063,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
34658170001,SALONPAS PATCH HOT CAPSICUM UNS 50X1CT,1044,HEALTH CARE,PAIN RELIEF,EXTERNAL PAIN RELIEF,10001200122
81460502007,INST LOTTERY 100X THE CASH $20,1034,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
98650000000000000000000,BALLOONS,1034,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,ALL OTHER GREETING CARD LINES,580058505854
8770155205,GNP SALINE .65% NASAL SPY 44 ML,1032,HEALTH CARE,COLD & ALLERGY,NASAL,70007400748
98930000000000000000000,FOOD/DRINKS/CANDY,1021,EDIBLES,FOOD & BEVERAGES,MISC FOOD & BEVERAGES,560056905691
31254717031,BENADRYL ULTRATAB 24CT,1019,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300732
1564568050,FLAG STAMPS,1002,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,POSTAGE & SHIPPING,630063306331
128,WHITE/PNK HAT,996,GENERAL MERCHANDISE,SOFT LINES,APPAREL,680068306831
100900007,DENCO MUSTACHE KIT MC,987,PERSONAL CARE,SHAVING & GROOMING,"""MEN'S SHAVING",330033203327
31254662749,HALLS BAG CHERRY 30CT,962,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
7046254250,SWEDISH FISH  2OZ RED BAG,954,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4110082073,MIRALAX POWDER 14 DAY 8.3OZ,952,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300333
